0,1,2
98.0,100.0,-56.869488
98.0,116.0,-59.14147
100.0,130.0,-60.483566
102.0,142.0,-60.16148
102.0,158.0,-55.043842
104.0,172.0,-43.639717
106.0,182.0,-29.365839
112.0,190.0,-14.749674
126.0,198.0,-4.1609907
146.0,194.0,-3.3985236
162.0,186.0,-9.640235
176.0,178.0,-17.281967
186.0,164.0,-22.837357
192.0,150.0,-24.21268
196.0,136.0,-22.278265
198.0,124.0,-19.059193
200.0,108.0,-15.59111
90.0,94.0,-4.7897587
94.0,90.0,5.6332917
98.0,92.0,13.714201
104.0,94.0,19.089327
110.0,98.0,22.117647
134.0,104.0,32.425385
142.0,102.0,34.454227
150.0,102.0,34.870907
160.0,104.0,33.25303
170.0,106.0,27.484035
122.0,116.0,23.081945
122.0,126.0,25.486134
120.0,134.0,29.586603
120.0,140.0,28.836943
116.0,144.0,13.268668
118.0,146.0,16.142303
122.0,146.0,18.692642
128.0,146.0,19.517492
134.0,146.0,19.24766
100.0,110.0,1.9179751
102.0,110.0,9.083053
108.0,110.0,11.92076
114.0,114.0,11.553901
108.0,114.0,10.801537
102.0,114.0,7.1266565
140.0,116.0,22.837309
144.0,114.0,27.632925
150.0,116.0,29.757473
158.0,116.0,25.996683
152.0,118.0,27.349045
144.0,118.0,26.015137
110.0,162.0,-0.015929433
112.0,158.0,9.537945
118.0,156.0,16.457466
122.0,156.0,18.289337
126.0,156.0,19.277613
136.0,160.0,16.831629
144.0,164.0,10.73106
136.0,170.0,12.71062
130.0,174.0,13.31011
124.0,174.0,11.903348
118.0,174.0,9.380781
114.0,170.0,5.455026
110.0,162.0,0.31827933
118.0,160.0,12.670851
124.0,160.0,15.452453
130.0,162.0,15.919389
144.0,164.0,9.895418
130.0,166.0,13.173698
124.0,166.0,12.057181
118.0,166.0,9.802088
