0,1,2
95.0,107.0,-63.36573
97.0,124.0,-64.42934
101.0,138.0,-64.946526
105.0,151.0,-64.353516
107.0,165.0,-59.346893
110.0,176.0,-47.252895
114.0,186.0,-31.94837
122.0,194.0,-16.005993
137.0,199.0,-4.3466415
157.0,194.0,-3.424
172.0,184.0,-10.286772
186.0,176.0,-18.577948
195.0,163.0,-24.779469
201.0,147.0,-26.497429
203.0,134.0,-25.370668
203.0,119.0,-23.165018
205.0,103.0,-21.178207
89.0,99.0,-8.346371
91.0,95.0,3.054318
97.0,95.0,11.62358
103.0,95.0,17.570005
110.0,97.0,21.113909
135.0,95.0,30.817646
143.0,93.0,32.29168
151.0,92.0,32.161713
162.0,92.0,29.977554
172.0,95.0,23.320583
124.0,115.0,24.257864
122.0,126.0,28.569159
120.0,138.0,33.597584
120.0,145.0,33.37415
118.0,147.0,12.779875
120.0,149.0,16.83663
126.0,149.0,20.111338
132.0,147.0,21.00358
137.0,145.0,20.15349
97.0,111.0,-1.0233362
101.0,111.0,6.6028056
107.0,111.0,9.290643
114.0,113.0,8.908481
109.0,115.0,8.511966
101.0,115.0,4.5959926
141.0,111.0,19.461918
147.0,109.0,24.326246
153.0,107.0,26.356335
161.0,109.0,22.427694
155.0,113.0,24.276997
147.0,113.0,23.136587
110.0,159.0,-8.980133
114.0,157.0,4.6516585
122.0,157.0,14.962011
128.0,157.0,17.42061
134.0,155.0,19.007044
145.0,157.0,16.441484
157.0,159.0,8.088871
147.0,169.0,10.832448
139.0,176.0,11.839506
130.0,176.0,9.875188
124.0,176.0,6.21306
116.0,171.0,-0.11765671
112.0,159.0,-8.722105
122.0,161.0,10.0306
130.0,161.0,14.289332
137.0,159.0,15.52975
157.0,159.0,7.379696
137.0,169.0,11.35287
130.0,171.0,9.714212
124.0,169.0,5.9994793
