0,1,2
194.0,173.0,-4.9342785
195.0,179.0,1.7163016
195.0,187.0,7.662831
193.0,194.0,13.051685
194.0,202.0,19.010923
200.0,210.0,23.171083
210.0,216.0,24.938095
217.0,217.0,25.058743
249.0,198.0,21.418333
231.0,214.0,12.892922
225.0,219.0,4.5059814
237.0,160.0,-3.8354428
208.0,215.0,-13.354185
208.0,212.0,-22.017881
227.0,192.0,-29.276236
194.0,181.0,-36.821556
193.0,174.0,-44.26759
223.0,193.0,-11.097857
226.0,193.0,-14.62302
229.0,192.0,-17.742498
234.0,188.0,-19.814978
236.0,185.0,-21.116684
246.0,189.0,-30.959633
247.0,189.0,-34.68332
249.0,189.0,-38.1303
250.0,192.0,-40.891293
243.0,202.0,-41.96442
239.0,187.0,-18.542847
242.0,187.0,-13.6800785
244.0,185.0,-8.829643
245.0,187.0,-5.068506
234.0,193.0,-0.8262851
236.0,192.0,-1.3399715
238.0,191.0,-2.3137655
239.0,191.0,-4.875243
237.0,192.0,-6.8708563
226.0,193.0,-9.324098
227.0,193.0,-11.588719
229.0,193.0,-14.085523
228.0,193.0,-15.279696
229.0,193.0,-12.343578
227.0,194.0,-9.821335
235.0,194.0,-25.219137
241.0,193.0,-28.635908
243.0,194.0,-31.29994
236.0,199.0,-32.552963
237.0,197.0,-29.194958
237.0,195.0,-26.535364
237.0,202.0,10.391735
237.0,197.0,6.318119
238.0,191.0,2.8919754
239.0,191.0,2.090974
239.0,191.0,0.2132364
239.0,196.0,-1.2024136
239.0,200.0,-1.6097573
238.0,201.0,3.2722175
241.0,192.0,6.629949
239.0,193.0,8.904713
241.0,194.0,10.608182
239.0,197.0,10.822367
237.0,201.0,9.299504
238.0,194.0,5.8888493
238.0,193.0,4.205791
241.0,192.0,2.642289
235.0,197.0,-1.3535992
241.0,192.0,3.7498899
239.0,193.0,5.5996194
238.0,194.0,7.043381
