0,1,2
64.0,99.0,-25.69423
67.0,113.0,-31.965776
72.0,125.0,-37.69162
77.0,137.0,-41.22312
82.0,151.0,-40.860023
93.0,163.0,-35.339832
105.0,171.0,-26.0174
117.0,180.0,-16.795977
134.0,183.0,-14.635012
148.0,175.0,-20.52111
156.0,163.0,-31.456606
163.0,149.0,-42.699337
166.0,134.0,-49.80917
168.0,118.0,-50.516018
168.0,106.0,-47.22769
170.0,92.0,-41.86051
170.0,79.0,-35.45377
79.0,106.0,22.426943
86.0,104.0,31.177988
94.0,104.0,35.84417
103.0,104.0,37.55652
110.0,106.0,37.22183
137.0,99.0,35.45928
142.0,96.0,34.570076
149.0,92.0,31.441458
158.0,91.0,25.45138
163.0,89.0,15.467361
125.0,116.0,29.16554
129.0,127.0,29.663374
130.0,135.0,31.639313
130.0,142.0,29.314463
122.0,144.0,16.065691
125.0,146.0,17.487703
130.0,146.0,17.6658
136.0,144.0,16.43186
139.0,142.0,14.390027
91.0,115.0,20.882814
96.0,113.0,26.636677
103.0,111.0,26.28929
110.0,115.0,22.238615
105.0,116.0,23.542267
98.0,118.0,22.895119
137.0,108.0,20.708513
144.0,104.0,23.588428
151.0,103.0,22.678055
156.0,103.0,15.87288
151.0,108.0,18.88868
144.0,110.0,20.887516
115.0,159.0,5.8601947
120.0,158.0,12.325273
129.0,154.0,16.087137
132.0,154.0,15.834108
136.0,152.0,15.337495
144.0,154.0,10.102554
148.0,154.0,1.9358369
144.0,161.0,7.309506
139.0,164.0,9.46631
134.0,166.0,10.471426
127.0,166.0,10.647671
122.0,164.0,9.541855
115.0,159.0,6.143862
127.0,158.0,11.556136
132.0,158.0,12.050948
137.0,158.0,10.638496
146.0,154.0,2.578573
137.0,158.0,11.462522
132.0,159.0,12.292883
127.0,159.0,12.362766
